EventID,Region,CustomerType,PeakDemandBeforeMW,PeakDemandAfterMW,DemandReductionMW,ProgramCost
7461,East,Residential,1022.95,851.65,171.3,65785.04
7462,Central,Residential,1325.23,1262.74,62.49,80803.46
7463,North,Commercial,1890.66,1543.17,347.49,53211.17
7464,Central,Industrial,2137.31,1733.62,403.69,30154.27
7465,Central,Commercial,1162.58,1004.51,158.07,72696.51
7466,North,Industrial,763.33,656.51,106.82,27133.8
7467,East,Industrial,1420.1,1144.62,275.48,26228.91
7468,West,Residential,1559.33,1435.44,123.89,53348.15
7469,Central,Residential,2188.72,2054.17,134.55,75543.25
7470,East,Commercial,966.61,779.45,187.16,41470.36
7471,North,Commercial,1191.7,1111.15,80.55,20657.01
7472,South,Residential,1493.1,1209.65,283.45,77037.65
7473,Central,Commercial,2294.08,2083.52,210.56,49473.47
7474,South,Commercial,2014.4,1727.36,287.04,20969.72
7475,Central,Residential,1032.55,952.78,79.77,63270.16
7476,East,Residential,1998.02,1941.57,56.45,82287.88
7477,West,Residential,1318.77,1125.01,193.76,93201.01
7478,South,Industrial,2101.81,1749.86,351.95,74989.22
7479,Central,Commercial,960.02,857.83,102.19,28468.06
7480,Central,Residential,2308.11,2182.05,126.06,72401.42
7481,West,Industrial,612.38,493.33,119.05,77326.82
7482,South,Residential,2070.32,1893.43,176.89,90867.65
7483,South,Commercial,1159.08,1062.5,96.58,91647.95
7484,East,Residential,2097.14,1821.28,275.86,65690.02
7485,Central,Commercial,789.96,657.6,132.36,59370.72
7486,South,Industrial,969.16,889.96,79.2,21753.72
7487,North,Industrial,1210.28,1017.7,192.58,33913.62
7488,West,Residential,2214.12,2082.01,132.11,24046.74
7489,Central,Industrial,810.36,754.09,56.27,51499.14
7490,East,Commercial,645.42,615.47,29.95,98148.51
7491,East,Commercial,2010.42,1664.69,345.73,51099.54
7492,East,Commercial,1453.82,1207.66,246.16,17373.95
7493,Central,Residential,679.18,598.54,80.64,56929.95
7494,North,Industrial,757.56,667.27,90.29,48036.53
7495,Central,Residential,1683.6,1355.06,328.54,5801.2
7496,South,Industrial,504.18,446.93,57.25,62925.32
7497,South,Residential,1521.32,1283.94,237.38,79839.22
7498,East,Commercial,711.34,672.67,38.67,21146.43
7499,East,Industrial,1474.41,1230.68,243.73,75774.29
7500,West,Commercial,1346.57,1283.48,63.09,84967.35
7501,West,Residential,1665.88,1527.9,137.98,75511.33
7502,North,Residential,1286.1,1182.38,103.72,29775.85
7503,East,Residential,1279.83,1035.66,244.17,27841.21
7504,North,Residential,821.38,719.02,102.36,19863.18
7505,East,Industrial,597.08,555.63,41.45,92141.24
7506,South,Commercial,1245.18,1112.94,132.24,13703.07
7507,West,Industrial,1922.78,1794.92,127.86,48093.71
7508,North,Industrial,1840.69,1498.47,342.22,40384.6
7509,East,Industrial,1270.16,1023.6,246.56,86741.45
7510,South,Residential,2436.42,2246.78,189.64,79154.25
7511,Central,Residential,1100.61,994.74,105.87,69610.7
7512,North,Industrial,2072.17,1864.15,208.02,12996.96
7513,North,Residential,2492.9,2227.65,265.25,40615.44
7514,East,Residential,1549.09,1324.72,224.37,15950.92
7515,East,Residential,2384.9,1984.27,400.63,83871.26
7516,West,Residential,1372.06,1208.8,163.26,33682.57
7517,West,Commercial,968.42,819.11,149.31,77637.23
7518,West,Commercial,757.2,683.97,73.23,11549.3
7519,Central,Residential,525.14,493.71,31.43,71170.84
7520,West,Residential,1827.67,1522.32,305.35,56451.56
7521,North,Residential,1259.22,1059.43,199.79,90440.7
7522,Central,Commercial,782.2,700.58,81.62,52606.12
7523,East,Industrial,1909.71,1837.82,71.89,44266.33
7524,Central,Residential,1716.09,1387.32,328.77,80379.06
7525,Central,Commercial,2152.07,1811.39,340.68,49732.35
7526,East,Industrial,2102.58,1683.84,418.74,5341.77
7527,Central,Residential,971.96,808.3,163.66,37523.79
7528,Central,Residential,1019.63,930.16,89.47,33540.58
7529,East,Industrial,2083.18,1766.87,316.31,48203.73
7530,South,Industrial,651.84,573.12,78.72,19663.06
7531,East,Commercial,2491.96,2411.55,80.41,67776.66
7532,North,Industrial,1010.05,929.67,80.38,61146.56
7533,South,Commercial,825.17,741.23,83.94,33922.86
7534,South,Commercial,2445.88,2179.46,266.42,41041.79
7535,West,Commercial,948.58,852.4,96.18,86600.26
7536,East,Residential,1809.32,1678.1,131.22,22837.19
7537,North,Industrial,851.6,830.66,20.94,25904.25
7538,East,Commercial,2315.52,2024.23,291.29,17624.73
7539,North,Residential,2445.98,2138.78,307.2,19040.07
7540,East,Commercial,1547.48,1468.93,78.55,96880.88
7541,West,Residential,1893.76,1544.77,348.99,46541.81
7542,South,Industrial,2257.2,2054.56,202.64,16806.27
7543,North,Commercial,1774.62,1439.35,335.27,70965.45
7544,North,Industrial,2269.27,1988.96,280.31,36700.61
7545,South,Industrial,1720.73,1516.16,204.57,31191.56
7546,South,Industrial,824.29,678.85,145.44,20141.37
7547,South,Industrial,1052.47,876.17,176.3,75684.2
7548,West,Residential,1454.2,1398.01,56.19,82059.3
7549,North,Residential,1350.42,1219.54,130.88,58270.08
7550,East,Residential,1524.21,1276.75,247.46,41881.84
7551,North,Commercial,2072.9,1949.77,123.13,9256.08
7552,South,Industrial,1043.76,844.97,198.79,11284.26
7553,Central,Residential,1146.75,1081.89,64.86,35257.92
7554,Central,Residential,1509.86,1228.67,281.19,5508.34
7555,South,Commercial,2030.9,1630.93,399.97,54878.24
7556,West,Industrial,914.89,851.14,63.75,36414.74
7557,East,Commercial,2365.26,2226.11,139.15,68214.07
7558,South,Residential,1104.51,1063.49,41.02,92786.38
7559,West,Commercial,652.03,580.62,71.41,58119.74
7560,Central,Industrial,1422.07,1215.4,206.67,84604.21
7561,Central,Commercial,1070.77,878.81,191.96,30219.72
7562,North,Residential,945.59,889.49,56.1,78492.78
7563,South,Residential,558.94,486.55,72.39,15319.23
7564,East,Commercial,1743.8,1707.19,36.61,43451.81
7565,South,Commercial,1561.81,1504.93,56.88,22331
7566,South,Commercial,2150.74,1853.57,297.17,59934.67
7567,East,Commercial,989.78,920.98,68.8,45017.24
7568,East,Residential,1442.36,1313.99,128.37,58608.63
7569,East,Commercial,2181.1,1859.64,321.46,88379.24
7570,North,Commercial,1252.35,1094.73,157.62,17854
7571,East,Commercial,1149.53,1108.35,41.18,32634.23
7572,North,Commercial,1670.31,1475.23,195.08,27767.39
7573,West,Commercial,1502.73,1446.96,55.77,83897.31
7574,South,Industrial,2184.82,1872.09,312.73,40632.82
7575,West,Commercial,654.27,572.77,81.5,77165.69
7576,South,Residential,2107.83,1972.99,134.84,39438.6
7577,East,Industrial,2344.06,2251.15,92.91,32507.5
7578,South,Residential,1453.95,1270.33,183.62,59908.63
7579,Central,Industrial,1527.69,1442.52,85.17,72690.54
7580,Central,Residential,949.9,919.08,30.82,95802.67
7581,South,Residential,663.25,566.87,96.38,58268.7
7582,West,Industrial,1627.36,1451.02,176.34,20414.91
7583,South,Industrial,993.25,839.56,153.69,10774.23
7584,South,Commercial,778.29,624.49,153.8,5584.49
7585,East,Residential,1485.5,1374.58,110.92,28316.41
7586,Central,Commercial,1654.88,1550.24,104.64,54139.02
7587,South,Residential,1661.04,1472.18,188.86,42330.58
7588,South,Industrial,1101.02,899.92,201.1,64486.7
7589,West,Residential,594.24,542.53,51.71,5984.16
7590,South,Industrial,2431.43,2269.15,162.28,74905.2
7591,West,Residential,1594.99,1409.51,185.48,11296.64
7592,South,Commercial,1075.63,971.09,104.54,60732.95
7593,West,Commercial,618.12,545.13,72.99,70342.52
7594,South,Residential,2288.7,2021.47,267.23,35296.52
7595,East,Commercial,755.49,641.66,113.83,58818.59
7596,West,Commercial,1061.49,999.42,62.07,18516.97
7597,South,Residential,1043.46,883.47,159.99,99612.7
7598,North,Commercial,2304.52,2085.62,218.9,21042.05
7599,North,Residential,1493.58,1214.32,279.26,89202.91
7600,East,Commercial,1248.28,1193.19,55.09,7375.44
7601,North,Industrial,1344.78,1254.9,89.88,16419.53
7602,East,Commercial,1526.4,1355.55,170.85,95330.16
7603,Central,Commercial,1241.66,1139.38,102.28,20104.16
7604,North,Commercial,1344.03,1279.53,64.5,25160.64
7605,North,Industrial,769.54,738.36,31.18,85782.7
7606,Central,Residential,1015.68,919.99,95.69,73292.88
7607,Central,Commercial,1022.04,916.15,105.89,67557.7
7608,South,Residential,1926.86,1858.1,68.76,79761.98
7609,West,Residential,2079.98,2011.38,68.6,24768.29
7610,West,Industrial,2499.06,2210,289.06,88039.92
7611,West,Residential,2492.55,2157.65,334.9,46906.67
7612,South,Commercial,2447.62,2388.3,59.32,95584.5
7613,North,Commercial,582.74,492.82,89.92,76809.2
7614,South,Commercial,1632.29,1312.16,320.13,60935.58
7615,South,Commercial,1789.17,1647.36,141.81,95018.27
7616,Central,Industrial,634.04,563.5,70.54,29660.43
7617,East,Residential,2252.52,2001.48,251.04,36038.83
7618,North,Industrial,615.74,508.4,107.34,56490.01
7619,East,Commercial,1888.44,1691.25,197.19,50535.04
7620,Central,Industrial,901.12,722.57,178.55,30706.95
7621,North,Residential,1604.69,1479.78,124.91,60848.28
7622,West,Residential,878.35,721.71,156.64,39314.15
7623,East,Industrial,2348.48,2277.48,71,84141.1
7624,Central,Commercial,2075.29,1916.51,158.78,76887.78
7625,South,Commercial,1998.95,1654.35,344.6,81515.01
7626,Central,Commercial,1073.69,1035.78,37.91,22314.42
7627,South,Commercial,1490.95,1301.92,189.03,73644.72
7628,North,Commercial,1494.83,1313.77,181.06,44488.76
7629,West,Residential,942.86,791.2,151.66,59179.63
7630,North,Commercial,1509.08,1466.15,42.93,67300.59
7631,North,Industrial,894.4,854.76,39.64,51249.08
7632,East,Commercial,958.65,830.92,127.73,88262.28
7633,North,Residential,2290.94,1897.72,393.22,57881.32
7634,Central,Commercial,1671.82,1592.18,79.64,31752.1
7635,Central,Industrial,1103.26,1071.49,31.77,47381.8
7636,North,Residential,518.27,480.4,37.87,48241.58
7637,South,Commercial,1931.48,1594.32,337.16,11666.96
7638,West,Residential,1249.24,1101.07,148.17,49478.54
7639,West,Residential,868.95,699.08,169.87,75267.37
7640,Central,Residential,897.66,783.8,113.86,37708.75
7641,South,Commercial,983.25,947.03,36.22,80711.44
7642,North,Commercial,846.98,828.61,18.37,81106.8
7643,Central,Residential,586.51,539.24,47.27,15072.67
7644,North,Commercial,1101.72,923.06,178.66,42653.13
7645,West,Industrial,718.89,588.31,130.58,34649.37
7646,East,Commercial,2322.68,2016.15,306.53,6615.04
7647,Central,Residential,2163.88,2000.43,163.45,97536.37
7648,South,Industrial,2337.57,2239.97,97.6,76776.32
7649,West,Commercial,1861.13,1612.93,248.2,53269.48
7650,North,Industrial,2381.66,1927.83,453.83,86373.28
7651,East,Commercial,1865.07,1659.75,205.32,34764.35
7652,North,Commercial,1771.98,1633.98,138,21571.04
7653,West,Residential,973.72,899.43,74.29,67210.68
7654,North,Residential,1227.31,1002.92,224.39,83349.99
7655,West,Commercial,1124.31,1094.15,30.16,15782.43
7656,West,Industrial,2356.44,2257.81,98.63,77353.28
7657,North,Commercial,743.43,634.28,109.15,28753.35
7658,North,Commercial,2414.19,2200.84,213.35,57257.43
7659,East,Residential,1449.01,1328.6,120.41,74846.3
7660,Central,Industrial,681.53,551.78,129.75,43551.74
7661,North,Commercial,2263.48,2085.49,177.99,9256.55
7662,South,Industrial,2251.37,1939.56,311.81,54074.83
7663,North,Commercial,1360.91,1232.38,128.53,45135.37
7664,South,Industrial,1480.32,1291.18,189.14,52554.32
7665,West,Commercial,1077.46,985.2,92.26,86066.84
7666,West,Residential,2035.78,1903.99,131.79,91195.27
7667,Central,Industrial,2183.65,2131.26,52.39,45314.99
7668,East,Residential,546.79,459.99,86.8,74982.5
7669,North,Residential,2336.06,2265.34,70.72,8723.28
7670,East,Commercial,1425.49,1352.16,73.33,75529.71
7671,West,Residential,1600.91,1379.76,221.15,90160.69
7672,South,Residential,1000.66,901.74,98.92,26857.07
7673,West,Residential,637.88,575.02,62.86,96513.44
7674,East,Industrial,2410.13,2057.92,352.21,44491.88
7675,Central,Commercial,1490.27,1192.36,297.91,81807.37
7676,South,Industrial,1572.5,1365.75,206.75,41855.27
7677,Central,Industrial,840.37,820.71,19.66,44605.47
7678,North,Industrial,1793.8,1700.47,93.33,95922.05
7679,West,Commercial,1609.54,1575.73,33.81,10008.55
7680,West,Commercial,1376.05,1183.43,192.62,96053.6
7681,North,Industrial,2362.44,2282.65,79.79,36719.8
7682,West,Commercial,1599.89,1467.92,131.97,52955.63
7683,West,Residential,943.98,861.05,82.93,82346.91
7684,North,Commercial,1526.89,1298.51,228.38,52364.38
7685,West,Residential,1656.2,1367.74,288.46,37286.76
7686,North,Commercial,1778.46,1713.92,64.54,5840.9
7687,Central,Commercial,2132.74,1968.81,163.93,52107.69
7688,Central,Commercial,1624.4,1580.67,43.73,24469.58
7689,East,Industrial,1504.11,1311.76,192.35,28143.94
7690,South,Commercial,1445.23,1346.9,98.33,23015.12
7691,East,Commercial,2354.27,2085.37,268.9,91123.17
7692,South,Residential,735.04,709.29,25.75,93333.06
7693,Central,Industrial,1127.95,972.67,155.28,99517.67
7694,Central,Commercial,1834.34,1518.19,316.15,88581.68
7695,West,Commercial,735.19,675.28,59.91,14857.4
7696,North,Industrial,1159.97,995.71,164.26,13550.73
7697,North,Industrial,993.53,883.61,109.92,42003.4
7698,North,Commercial,1225.16,1069.64,155.52,15576.85
7699,East,Industrial,1707.09,1478.28,228.81,22541.33
7700,Central,Commercial,1156.23,959.59,196.64,98172.9
7701,East,Industrial,2149.45,1989.1,160.35,45094.93
7702,South,Residential,525.7,484.74,40.96,98376.63
7703,East,Industrial,1426.27,1141.8,284.47,64872.44
7704,East,Commercial,1191.38,1140.11,51.27,92812.59
7705,East,Commercial,1389.47,1326.16,63.31,61582.88
7706,North,Industrial,1780.07,1577.55,202.52,41609.48
7707,West,Industrial,2374.85,2118.21,256.64,29858.37
7708,West,Industrial,1019.33,878.82,140.51,75887.34
7709,East,Industrial,820.05,714.11,105.94,76689.46
7710,West,Commercial,887.99,736.66,151.33,46897.5
7711,East,Commercial,2190.27,1861.09,329.18,26282.09
7712,Central,Residential,1484.95,1282.24,202.71,91912.96
7713,Central,Industrial,815.17,746.8,68.37,51287.85
7714,East,Residential,1033.84,836.41,197.43,45653.02
7715,North,Residential,2066.16,1704.58,361.58,94493.07
7716,North,Commercial,2349.88,2003.25,346.63,36400.87
7717,South,Commercial,2408.37,2161.7,246.67,88628.39
7718,South,Industrial,909.04,788.81,120.23,37021.86
7719,North,Commercial,1495.08,1393.77,101.31,50428.15
7720,Central,Residential,1999.64,1725.04,274.6,34392.65
7721,West,Residential,1953.56,1741.62,211.94,35567.39
7722,East,Residential,758.51,736.27,22.24,48718.98
7723,East,Commercial,2471.52,1983.59,487.93,61643.85
7724,West,Commercial,1666.33,1453.11,213.22,51812.72
7725,East,Industrial,678.41,550.5,127.91,28770.71
7726,Central,Residential,1076.35,900.95,175.4,25951.93
7727,East,Industrial,1947.12,1607.09,340.03,97843.96
7728,South,Residential,1981.06,1652.97,328.09,15638.71
7729,North,Commercial,1408.93,1198.36,210.57,56364.9
7730,North,Commercial,1347.35,1120.57,226.78,51722.91
7731,East,Commercial,1091.28,873.18,218.1,55815.97
7732,North,Industrial,2247.34,2118.58,128.76,22889.4
7733,North,Residential,614.84,575.48,39.36,26930.39
7734,East,Industrial,1761.26,1539.63,221.63,84760.9
7735,East,Residential,2013.88,1891.7,122.18,76276.9
7736,Central,Commercial,2389.77,2329.19,60.58,90040.87
7737,South,Residential,1726.74,1552.87,173.87,45972.45
7738,East,Industrial,1514.74,1422.6,92.14,75020.97
7739,West,Commercial,1485.05,1354.71,130.34,51593.75
7740,South,Industrial,1750.37,1536.59,213.78,37558.86
7741,West,Industrial,1276.42,1170.16,106.26,31723.78
7742,South,Industrial,1159.59,1065.8,93.79,46409.44
7743,Central,Commercial,2220.89,2040.35,180.54,46341.5
7744,North,Commercial,2394.24,2324.52,69.72,28402.42
7745,East,Industrial,2375.91,2009.92,365.99,83876.36
7746,North,Industrial,2173.98,1832.07,341.91,24768.34
7747,West,Commercial,1725.57,1400.41,325.16,34998.71
7748,South,Commercial,895.82,762.44,133.38,72002.46
7749,West,Residential,891.02,848.79,42.23,7028.72
7750,West,Industrial,717.17,635.92,81.25,70097.78
7751,South,Industrial,533.46,504.49,28.97,81259.68
7752,Central,Industrial,1918.93,1601.62,317.31,59262.61
7753,East,Industrial,1863.91,1727.25,136.66,97260.08
7754,Central,Commercial,881.29,795.05,86.24,11187.78
7755,South,Commercial,2342.11,2171.96,170.15,26052.12
7756,North,Commercial,2252.09,1968.99,283.1,95564.43
7757,South,Industrial,1027.59,948.66,78.93,10693.13
7758,East,Residential,871.9,715.98,155.92,82902.23
7759,Central,Commercial,2003.12,1960.19,42.93,44881.73
7760,North,Industrial,1036.97,937.63,99.34,85302.66
7761,Central,Commercial,1217.84,1184.44,33.4,49536.63
7762,West,Residential,2217.81,2121.11,96.7,29984.92
7763,North,Residential,2155.87,1835.36,320.51,64329.58
7764,South,Industrial,765.54,710.02,55.52,70535.69
7765,West,Commercial,2001.43,1739.51,261.92,96736.88
7766,West,Residential,1143.98,999.69,144.29,6711.65
7767,West,Residential,1017.92,926.98,90.94,10297.58
7768,East,Commercial,1046.39,894.68,151.71,85240.48
7769,South,Industrial,2239.24,1957.41,281.83,58308.6
7770,Central,Industrial,639.85,532.73,107.12,95345.44
7771,South,Residential,1355.22,1119.12,236.1,58633.51
7772,West,Commercial,1245.59,1147.81,97.78,22253.4
7773,Central,Residential,2110.27,1835.27,275,59761.55
7774,North,Industrial,617.86,602.48,15.38,72857.35
7775,West,Industrial,1854.01,1504.88,349.13,55587.89
7776,South,Commercial,1428.58,1206.17,222.41,76613.12
7777,Central,Industrial,2363.13,1975.71,387.42,55696.31
7778,West,Industrial,1016.97,904.22,112.75,58455.26
7779,North,Residential,2263.73,1890.98,372.75,14371.46
7780,Central,Commercial,847.28,771.34,75.94,55851.98
7781,West,Industrial,1868.96,1777.26,91.7,40421.57
7782,South,Residential,1494.29,1212.05,282.24,96818.45
7783,South,Industrial,2359.82,2233.01,126.81,61907.83
7784,West,Industrial,1297.96,1205.35,92.61,84825.98
7785,West,Residential,1514.47,1211.9,302.57,26415.11
7786,Central,Commercial,2267.36,1965.63,301.73,55840.35
7787,East,Commercial,2096.23,1896.73,199.5,50324.85
7788,South,Industrial,1328.69,1087.68,241.01,60395.84
7789,South,Industrial,2063.35,1925.67,137.68,94409.22
7790,South,Residential,2462.09,2135.23,326.86,27133.39
7791,Central,Commercial,2483.77,1993.26,490.51,92868.72
7792,East,Commercial,828.32,768.03,60.29,89876.91
7793,West,Residential,995.23,917.71,77.52,10862.58
7794,North,Commercial,1055.02,889.39,165.63,59611.8
7795,West,Residential,2492.35,2057.6,434.75,14538
7796,South,Commercial,2019.02,1647.71,371.31,20980.55
7797,East,Commercial,696.94,589.91,107.03,38281.28
7798,South,Residential,822.34,670.28,152.06,66309.33
7799,East,Residential,2429.26,2296.53,132.73,23775.54
7800,Central,Residential,1543.92,1342.57,201.35,82327.36
7801,South,Commercial,2040.34,1830.95,209.39,98465.52
7802,West,Residential,997.33,852.68,144.65,56106.11
7803,East,Residential,1091.48,1039.89,51.59,49159.09
7804,West,Residential,1745.73,1410.9,334.83,63235.32
7805,East,Industrial,1523.37,1257.9,265.47,50195.86
7806,West,Commercial,1911.43,1783.98,127.45,42787.96
7807,West,Commercial,1915.93,1679.12,236.81,38916.74
7808,South,Industrial,1394.4,1292.88,101.52,32639.5
7809,North,Residential,527.04,498.04,29,55520.07
7810,Central,Commercial,2423.75,2174.47,249.28,52888.65
7811,South,Industrial,1429.79,1333.56,96.23,11217.81
7812,Central,Commercial,804.53,684.19,120.34,45445.41
7813,West,Industrial,1614.05,1547.99,66.06,74926.75
7814,North,Commercial,2382.32,2052.91,329.41,53059.42
7815,South,Residential,2025.97,1750.99,274.98,42456.07
7816,North,Residential,2382.7,1980.98,401.72,41847.74
7817,Central,Residential,1830.52,1619.01,211.51,17512.21
